Time	Channel 1 (mV)	Channel 2 (mV)	Channel 3 (mV)	Channel 4 (mV)	Channel 5 (mV)	Channel 6 (mV)	Channel 7 (mV)	Channel 8 (mV)	Channel 1_cal (µmol/L)	Channel 2_cal (µmol/L)	Channel 3_cal ()	Channel 4_cal ()	Channel 5_cal ()	Channel 6_cal ()	Channel 7_cal ()	Channel 8_cal ()	Motor 1 (mm)	Motor 2 (mm)	GroupId
30072023 070718.262	-0.44	0.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 070739.663	-0.39	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 070801.065	-0.43	0.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 070822.467	-0.51	0.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 070843.868	-0.41	0.52	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 070905.271	-0.52	0.52	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 070926.775	-0.35	0.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 070948.176	-0.57	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 071009.578	-0.51	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 071030.980	-0.51	0.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 071052.356	-0.45	0.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 071113.758	-0.50	0.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 073351.566	-0.49	2.77	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.02	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 073412.968	-0.33	0.61	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 073434.472	-0.43	0.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 073455.874	-0.43	0.61	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 073517.276	-0.35	0.56	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 073538.677	-0.40	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 073600.082	-0.44	0.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 073621.481	-0.46	0.50	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 073642.882	-0.44	0.52	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 073704.284	-0.36	0.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 073725.686	-0.39	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 073747.088	-0.43	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 073808.592	-0.52	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 073829.968	-0.50	0.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 073851.370	-0.43	0.50	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 073912.771	-0.57	0.55	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 073934.173	-0.38	0.45	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 073955.575	-0.51	0.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 074016.977	-0.53	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 074038.379	-0.43	0.45	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 074059.780	-0.47	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 074121.182	-0.47	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 074142.379	-0.47	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 074203.781	-0.32	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 074225.182	-0.47	0.45	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 074246.584	-0.46	0.52	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 080523.880	-0.36	5.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	0.01	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 080545.384	-0.28	1.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 080606.786	-0.33	1.01	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 080628.187	-0.35	0.74	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 080649.590	-0.32	0.65	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 080710.991	-0.29	0.69	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 080732.393	-0.44	0.61	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 080753.795	-0.45	0.61	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 080815.299	-0.46	0.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 080836.598	-0.50	0.56	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 080858.103	-0.45	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 080919.504	-0.40	0.59	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 080940.880	-0.33	0.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 081002.282	-0.46	0.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 081023.684	-0.43	0.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 081045.086	-0.38	0.45	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 081106.487	-0.34	0.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 081127.889	-0.34	0.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 081149.291	-0.40	0.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 081210.692	-0.48	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 081231.889	-0.45	0.56	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 081253.291	-0.36	0.55	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 081314.693	-0.50	0.45	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 081336.095	-0.30	0.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 081357.496	-0.38	0.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 081418.693	-0.40	0.56	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 083655.605	-0.20	19.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	0.17	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 083717.109	-0.32	6.50	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	0.02	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 083738.518	-0.33	2.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 083759.912	-0.32	1.59	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 083821.314	-0.39	1.16	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 083842.716	-0.42	1.03	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 083904.092	-0.38	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 083925.494	-0.29	0.75	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 083946.895	-0.29	0.80	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 084008.297	-0.32	0.66	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 084029.699	-0.35	0.62	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 084051.101	-0.25	0.67	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 084112.503	-0.38	0.59	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 084133.699	-0.38	0.62	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 084155.101	-0.33	0.63	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 084216.503	-0.40	0.59	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 084237.904	-0.34	0.50	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 084259.306	-0.45	0.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 084320.708	-0.50	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 084341.905	-0.34	0.52	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 084403.307	-0.37	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 084424.708	-0.42	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 084446.110	-0.36	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 084507.512	-0.46	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 084528.914	-0.36	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 084550.316	-0.40	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 090826.919	0.36	8.17	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	0.04	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 090848.321	-0.37	0.95	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 090909.723	-0.41	0.79	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 090931.124	-0.46	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 090952.629	-0.34	0.74	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 091014.005	-0.44	0.66	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 091035.406	-0.40	0.67	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 091056.808	-0.40	0.68	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 091118.210	-0.49	0.60	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 091139.612	-0.39	0.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 091201.014	-0.35	0.60	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 091222.415	-0.34	0.57	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 091243.817	-0.39	0.61	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 091305.219	-0.43	0.59	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 091326.416	-0.42	0.52	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 091347.817	-0.42	0.65	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 091409.219	-0.54	0.62	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 091430.621	-0.49	0.60	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 091451.818	-0.42	0.57	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 091513.219	-0.47	0.50	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 091534.621	-0.50	0.50	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 091556.023	-0.46	0.55	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 091617.425	-0.53	0.56	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 091638.827	-0.51	0.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 091700.228	-0.35	0.55	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 091721.425	-0.46	0.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 093957.824	1.97	27.01	n/a	n/a	n/a	n/a	n/a	n/a	0.00	0.26	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 094019.226	1.92	14.92	n/a	n/a	n/a	n/a	n/a	n/a	0.00	0.12	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 094040.627	1.65	8.55	n/a	n/a	n/a	n/a	n/a	n/a	-0.00	0.04	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 094102.132	0.82	5.59	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	0.01	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 094123.533	0.37	3.02	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.02	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 094144.935	0.02	2.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 094206.337	0.09	1.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 094227.738	-0.22	1.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 094249.140	-0.34	0.97	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 094310.516	-0.37	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 094331.918	-0.38	0.70	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 094353.320	-0.44	0.56	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 094414.721	-0.45	0.68	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 094436.123	-0.39	0.65	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 094457.320	-0.47	0.64	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 094518.722	-0.45	0.55	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 094539.919	-0.44	0.62	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 094601.320	-0.30	0.65	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 094622.722	-0.39	0.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 094644.124	-0.46	0.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 094705.526	-0.45	0.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 094726.927	-0.50	0.56	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 094748.329	-0.55	0.52	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 094809.527	-0.55	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 094830.928	-0.51	0.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 094852.329	-0.58	0.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 101128.651	-0.11	24.03	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	0.22	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 101150.130	-0.35	14.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	0.11	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 101211.531	-0.31	10.45	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	0.07	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 101232.933	-0.34	4.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.00	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 101254.335	-0.46	3.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.02	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 101315.737	-0.36	3.58	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.01	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 101337.138	-0.39	1.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 101358.540	-0.37	1.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 101419.942	-0.41	0.97	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 101441.343	-0.38	0.67	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 101502.745	-0.43	0.66	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 101524.147	-0.34	0.59	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 101545.548	-0.47	0.67	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 101607.053	-0.38	0.70	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 101628.429	-0.44	0.68	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 101649.831	-0.47	0.63	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
