Time	Channel 1 (mV)	Channel 2 (mV)	Channel 3 (mV)	Channel 4 (mV)	Channel 5 (mV)	Channel 6 (mV)	Channel 7 (mV)	Channel 8 (mV)	Channel 1_cal (µmol/L)	Channel 2_cal (µmol/L)	Channel 3_cal ()	Channel 4_cal ()	Channel 5_cal ()	Channel 6_cal ()	Channel 7_cal ()	Channel 8_cal ()	Motor 1 (mm)	Motor 2 (mm)	GroupId
31072023 051127.467	-0.24	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
31072023 051148.869	-0.21	0.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
31072023 051210.270	-0.34	0.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
31072023 051231.676	-0.28	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
31072023 051253.074	-0.23	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
31072023 051314.271	-0.30	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
31072023 051335.673	-0.13	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
31072023 051357.074	-0.26	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
31072023 053630.685	-0.25	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
31072023 053651.881	-0.25	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
31072023 053713.386	-0.22	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
31072023 053734.787	-0.25	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
31072023 053756.189	-0.26	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
31072023 053817.591	-0.25	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
31072023 053838.967	-0.35	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
31072023 053900.369	-0.40	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
31072023 053921.771	-0.25	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
31072023 053943.172	-0.31	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
31072023 054004.574	-0.32	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
31072023 054025.976	-0.21	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
31072023 054047.480	-0.29	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
31072023 054108.882	-0.37	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
31072023 054130.283	-0.29	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
31072023 054151.685	-0.18	0.35	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
31072023 054213.087	-0.29	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
31072023 054234.489	-0.26	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
31072023 054255.891	-0.22	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
31072023 054317.292	-0.29	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
31072023 054338.694	-0.26	0.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
31072023 054400.173	-0.23	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
31072023 054421.574	-0.32	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
31072023 054442.976	-0.35	0.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
31072023 054504.378	-0.27	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
31072023 054525.779	-0.26	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
31072023 060759.800	-0.21	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
31072023 060821.304	-0.23	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
31072023 060842.705	-0.28	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
31072023 060904.082	-0.27	0.35	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
31072023 060925.483	-0.33	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
31072023 060946.885	-0.32	0.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
31072023 061008.287	-0.31	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
31072023 061029.791	-0.27	0.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
31072023 061051.193	-0.32	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
31072023 061112.594	-0.19	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
31072023 061133.996	-0.31	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
31072023 061155.398	-0.29	0.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
31072023 061216.800	-0.18	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
31072023 061238.201	-0.31	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
31072023 061259.603	-0.30	0.35	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
31072023 061321.005	-0.34	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
31072023 061342.484	-0.40	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
31072023 061403.886	-0.40	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
31072023 061425.287	-0.28	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
31072023 061446.689	-0.44	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
31072023 061508.091	-0.45	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
31072023 061529.492	-0.44	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
31072023 061550.894	-0.38	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
31072023 061612.296	-0.24	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
31072023 061633.493	-0.24	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
31072023 061654.895	-0.33	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
31072023 063929.196	-0.46	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
31072023 063950.598	-0.38	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
31072023 064012.000	-0.30	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
31072023 064033.402	-0.37	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
31072023 064054.906	-0.40	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
31072023 064116.308	-0.37	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
31072023 064137.710	-0.42	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
31072023 064159.112	-0.35	0.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
31072023 064220.513	-0.30	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
31072023 064241.915	-0.37	0.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
31072023 064303.317	-0.40	0.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
31072023 064324.821	-0.43	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
31072023 064346.197	-0.35	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
31072023 064407.599	-0.29	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
31072023 064429.001	-0.33	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
31072023 064450.402	-0.25	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
31072023 064511.804	-0.35	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
31072023 064533.206	-0.31	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
31072023 064554.608	-0.36	0.45	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
31072023 064615.805	-0.38	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
31072023 064637.207	-0.29	0.35	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
31072023 064658.608	-0.29	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
31072023 064720.010	-0.34	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
31072023 064741.207	-0.37	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
31072023 064802.609	-0.33	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
31072023 064824.010	-0.37	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
31072023 071058.518	-0.40	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
31072023 071119.919	-0.42	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
31072023 071141.424	-0.36	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
31072023 071202.826	-0.41	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
31072023 071224.227	-0.27	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
31072023 071245.629	-0.18	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
31072023 071307.031	-0.35	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
31072023 071328.433	-0.23	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
31072023 071349.937	-0.20	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
31072023 071411.313	-0.33	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
31072023 071432.715	-0.32	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
31072023 071454.116	-0.29	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
31072023 071515.519	-0.33	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
31072023 071536.920	-0.24	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
31072023 071558.322	-0.28	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
31072023 071619.723	-0.34	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
31072023 071641.126	-0.26	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
31072023 071702.630	-0.23	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
31072023 071724.031	-0.28	0.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
31072023 071745.433	-0.19	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
31072023 071806.835	-0.24	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
31072023 071828.237	-0.20	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
31072023 071849.639	-0.31	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
31072023 071911.015	-0.26	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
31072023 071932.237	-0.32	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
31072023 071953.639	-0.30	0.35	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
31072023 074228.147	-0.17	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
31072023 074249.651	-0.21	0.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
31072023 074311.027	-0.15	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
31072023 074332.429	-0.24	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
31072023 074353.831	-0.17	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
31072023 074415.233	-0.15	0.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
31072023 074436.634	-0.23	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
31072023 074458.036	-0.15	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
31072023 074519.438	-0.25	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
31072023 074540.942	-0.23	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
31072023 074602.344	-0.23	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
31072023 074623.745	-0.28	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
31072023 074645.147	-0.14	0.35	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
31072023 074706.549	-0.23	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
31072023 074727.951	-0.16	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
31072023 074749.353	-0.25	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
31072023 074810.831	-0.26	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
31072023 074832.233	-0.24	0.52	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
31072023 074853.635	-0.13	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
31072023 074915.037	-0.17	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
31072023 074936.438	-0.21	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
31072023 074957.841	-0.13	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
31072023 075019.242	-0.10	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
31072023 075040.644	-0.20	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
31072023 075101.841	-0.23	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
31072023 075123.242	-0.11	0.35	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
31072023 081357.443	-0.16	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
31072023 081418.768	-0.13	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
31072023 081440.144	-0.15	0.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
31072023 081501.546	-0.11	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
31072023 081522.948	-0.12	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
31072023 081544.350	-0.01	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
31072023 081605.751	-0.07	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
31072023 081627.153	-0.14	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
31072023 081648.350	-0.17	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
31072023 081709.752	-0.05	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
31072023 081731.154	-0.17	0.50	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
31072023 081752.658	-0.10	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
31072023 081814.059	-0.08	0.45	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
31072023 081835.462	-0.17	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
31072023 081856.863	-0.18	0.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
31072023 081918.265	-0.15	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
31072023 081939.667	-0.07	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
31072023 082001.171	-0.24	0.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
31072023 082022.547	-0.36	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
31072023 082043.949	-0.24	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
