Time	Channel 1 (mV)	Channel 2 (mV)	Channel 3 (mV)	Channel 4 (mV)	Channel 5 (mV)	Channel 6 (mV)	Channel 7 (mV)	Channel 8 (mV)	Channel 1_cal (µmol/L)	Channel 2_cal (µmol/L)	Channel 3_cal ()	Channel 4_cal ()	Channel 5_cal ()	Channel 6_cal ()	Channel 7_cal ()	Channel 8_cal ()	Motor 1 (mm)	Motor 2 (mm)	GroupId
28072023 064010.322	41.72	163.69	n/a	n/a	n/a	n/a	n/a	n/a	0.51	1.85	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
28072023 064031.723	153.60	122.30	n/a	n/a	n/a	n/a	n/a	n/a	1.93	1.37	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
28072023 064053.228	102.07	88.97	n/a	n/a	n/a	n/a	n/a	n/a	1.28	0.98	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
28072023 064114.604	66.93	81.19	n/a	n/a	n/a	n/a	n/a	n/a	0.83	0.89	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
28072023 064136.005	46.10	43.89	n/a	n/a	n/a	n/a	n/a	n/a	0.57	0.46	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
28072023 064157.407	20.51	12.89	n/a	n/a	n/a	n/a	n/a	n/a	0.24	0.09	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
28072023 064218.809	7.59	8.55	n/a	n/a	n/a	n/a	n/a	n/a	0.08	0.04	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
28072023 064240.211	0.95	1.71	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
28072023 064301.614	0.13	1.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
28072023 064323.014	0.09	1.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
28072023 064344.416	0.21	1.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
28072023 064405.817	0.15	1.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
28072023 064427.322	0.11	1.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
28072023 064448.723	0.04	1.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
28072023 064510.125	0.20	1.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
28072023 064531.527	0.13	1.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
28072023 064552.929	0.06	1.16	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
28072023 064614.330	0.08	1.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
28072023 064635.809	-0.06	1.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
28072023 064657.210	0.05	1.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
28072023 064718.612	0.02	1.12	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
28072023 064740.014	0.08	1.14	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
28072023 064801.416	0.14	1.05	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
28072023 073925.338	382.88	508.28	n/a	n/a	n/a	n/a	n/a	n/a	4.86	5.88	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
28072023 073946.843	47.28	97.95	n/a	n/a	n/a	n/a	n/a	n/a	0.58	1.09	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
28072023 074008.245	98.05	156.19	n/a	n/a	n/a	n/a	n/a	n/a	1.23	1.77	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
28072023 074029.646	121.37	141.93	n/a	n/a	n/a	n/a	n/a	n/a	1.52	1.60	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
28072023 074051.150	128.65	124.12	n/a	n/a	n/a	n/a	n/a	n/a	1.62	1.39	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
28072023 074112.527	104.24	99.67	n/a	n/a	n/a	n/a	n/a	n/a	1.31	1.11	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
28072023 074133.928	74.29	58.12	n/a	n/a	n/a	n/a	n/a	n/a	0.92	0.62	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
28072023 074155.330	59.01	8.94	n/a	n/a	n/a	n/a	n/a	n/a	0.73	0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
28072023 074216.731	3.96	11.04	n/a	n/a	n/a	n/a	n/a	n/a	0.03	0.07	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
28072023 074238.236	4.20	1.79	n/a	n/a	n/a	n/a	n/a	n/a	0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
28072023 074259.638	2.35	1.58	n/a	n/a	n/a	n/a	n/a	n/a	0.01	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
28072023 074321.039	0.16	1.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
28072023 074342.441	0.14	1.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
28072023 074403.843	0.05	1.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
28072023 074425.245	0.18	1.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
28072023 074446.646	0.10	1.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
28072023 074508.150	0.11	1.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
28072023 074529.552	0.06	1.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
28072023 074550.928	0.12	1.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
28072023 074612.330	0.07	1.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
28072023 074633.732	-0.00	1.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
28072023 074655.236	-0.01	1.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
28072023 074716.637	-0.01	1.16	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
28072023 074738.039	0.06	1.11	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
28072023 074759.441	-0.05	1.12	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
28072023 074820.843	0.04	1.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
28072023 083945.151	0.45	2.66	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
28072023 084006.656	0.21	1.00	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
28072023 084028.057	0.47	0.98	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
28072023 084049.459	0.14	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
28072023 084110.963	0.10	0.97	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
28072023 084132.365	0.04	0.97	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
28072023 084153.767	0.08	0.94	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
28072023 084215.169	-0.01	0.91	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
28072023 084236.570	0.05	0.94	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
28072023 084258.075	0.06	0.93	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
28072023 084319.451	-0.07	0.86	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
28072023 084340.852	0.02	1.04	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
28072023 084402.254	0.07	0.91	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
28072023 084423.656	0.03	0.96	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
28072023 084445.058	0.07	0.93	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
28072023 084506.562	0.09	1.01	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
28072023 084527.969	0.06	0.94	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
28072023 084549.365	0.07	0.93	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
28072023 084610.767	0.05	0.78	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
28072023 084632.169	-0.05	0.92	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
28072023 084653.571	0.04	0.88	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
28072023 084715.075	0.08	0.83	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
28072023 084736.476	0.02	0.98	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
28072023 084757.852	-0.05	0.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
28072023 084819.254	-0.12	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
28072023 084840.656	0.05	0.74	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
28072023 094004.683	0.09	0.93	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
28072023 094026.187	-0.05	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
28072023 094047.589	0.04	0.87	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
28072023 094109.093	0.00	0.87	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
28072023 094130.495	-0.02	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
28072023 094151.896	-0.02	0.87	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
28072023 094213.298	-0.01	0.77	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
28072023 094234.674	0.04	0.92	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
28072023 094256.179	-0.03	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
28072023 094317.581	-0.06	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
28072023 094338.982	-0.02	0.86	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
28072023 094400.384	0.03	0.77	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
28072023 094421.785	0.00	0.80	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
28072023 094443.187	0.01	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
28072023 094504.589	-0.04	0.89	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
28072023 094526.093	-0.00	0.71	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
28072023 094547.495	0.01	0.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
28072023 094608.896	0.06	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
28072023 094630.298	0.02	0.69	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
28072023 094651.700	0.00	0.76	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
28072023 094713.178	-0.01	0.76	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
28072023 094734.580	-0.05	0.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
28072023 094755.982	-0.02	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
28072023 094817.384	0.06	0.83	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
28072023 094838.786	-0.04	0.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
28072023 094900.187	0.14	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
28072023 104023.597	0.10	0.92	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
28072023 104044.896	0.31	0.99	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
28072023 104106.298	0.46	0.99	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
28072023 104127.707	0.36	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
28072023 104149.101	0.32	0.91	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
28072023 104210.503	0.12	0.90	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
28072023 104232.007	-0.01	0.89	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
28072023 104253.409	0.15	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
28072023 104314.810	0.17	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
28072023 104336.212	0.21	0.93	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
28072023 104357.614	0.16	0.96	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
28072023 104419.016	0.14	0.87	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
28072023 104440.520	0.27	0.78	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
28072023 104501.896	0.13	0.77	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
28072023 104523.303	-0.02	0.90	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
28072023 104544.699	0.08	0.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
28072023 104606.101	0.05	0.74	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
28072023 104627.503	-0.08	0.68	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
28072023 104648.905	-0.05	0.79	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
28072023 104710.409	0.01	0.79	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
28072023 104731.811	-0.01	0.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
28072023 104753.212	-0.01	0.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
28072023 104814.614	0.04	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
28072023 104836.015	-0.05	0.78	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
28072023 104857.417	-0.03	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
28072023 104918.921	0.03	0.83	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
28072023 114042.226	0.00	1.67	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
28072023 114103.731	0.01	1.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
28072023 114125.132	0.02	1.01	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
28072023 114146.534	0.15	1.11	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
28072023 114207.936	0.29	1.03	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
28072023 114229.337	0.24	0.93	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
28072023 114250.713	-0.00	0.92	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
28072023 114312.115	0.07	0.90	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
28072023 114333.517	0.03	0.76	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
28072023 114355.021	0.04	0.87	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
28072023 114416.423	-0.12	0.89	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
28072023 114437.832	-0.00	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
28072023 114459.226	-0.04	0.90	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
28072023 114520.628	-0.06	0.93	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
28072023 114542.029	-0.15	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
28072023 114603.431	-0.08	0.87	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
28072023 114624.833	-0.04	0.83	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
28072023 114646.234	-0.09	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
28072023 114707.637	-0.03	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
28072023 114729.115	-0.07	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
28072023 114750.440	-0.08	0.86	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
28072023 114811.918	-0.03	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
28072023 114833.320	-0.09	0.89	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
28072023 114854.722	-0.03	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
28072023 114916.123	-0.13	0.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
28072023 114937.525	-0.06	0.92	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
28072023 124100.339	0.19	2.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
28072023 124121.535	0.10	1.16	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
28072023 124142.732	0.09	1.08	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
28072023 124204.134	0.13	1.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
28072023 124225.331	0.29	1.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
28072023 124246.732	0.59	1.14	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
28072023 124308.134	0.40	1.11	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
