Time	Channel 1 (mV)	Channel 2 (mV)	Channel 3 (mV)	Channel 4 (mV)	Channel 5 (mV)	Channel 6 (mV)	Channel 7 (mV)	Channel 8 (mV)	Channel 1_cal (µmol/L)	Channel 2_cal (µmol/L)	Channel 3_cal ()	Channel 4_cal ()	Channel 5_cal ()	Channel 6_cal ()	Channel 7_cal ()	Channel 8_cal ()	Motor 1 (mm)	Motor 2 (mm)	GroupId
28072023 013820.671	198.05	137.79	n/a	n/a	n/a	n/a	n/a	n/a	2.50	1.55	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
28072023 013842.047	195.10	150.49	n/a	n/a	n/a	n/a	n/a	n/a	2.46	1.70	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
28072023 013903.448	111.21	126.17	n/a	n/a	n/a	n/a	n/a	n/a	1.39	1.42	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
28072023 013924.850	165.90	71.07	n/a	n/a	n/a	n/a	n/a	n/a	2.09	0.77	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
28072023 013946.252	88.64	70.09	n/a	n/a	n/a	n/a	n/a	n/a	1.11	0.76	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
28072023 014007.449	65.15	94.92	n/a	n/a	n/a	n/a	n/a	n/a	0.81	1.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
28072023 014028.850	64.32	50.35	n/a	n/a	n/a	n/a	n/a	n/a	0.80	0.53	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
28072023 014050.257	101.27	31.95	n/a	n/a	n/a	n/a	n/a	n/a	1.27	0.32	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
28072023 014111.653	15.71	9.56	n/a	n/a	n/a	n/a	n/a	n/a	0.18	0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
28072023 014133.055	0.73	2.94	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.02	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
28072023 014154.456	0.27	2.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
28072023 014215.858	0.27	2.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
28072023 014237.259	0.40	2.14	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
28072023 014258.661	0.62	2.10	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
28072023 014320.063	0.96	1.99	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
28072023 014341.259	0.97	1.95	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
28072023 014402.661	5.71	1.85	n/a	n/a	n/a	n/a	n/a	n/a	0.05	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
28072023 014424.063	0.51	1.99	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
28072023 014445.465	0.27	1.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
28072023 014506.866	0.35	1.98	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
28072023 014528.267	0.14	1.95	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
28072023 014549.669	0.04	1.92	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
28072023 014611.071	0.22	1.90	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
28072023 014632.447	0.12	1.91	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
28072023 023754.762	715.82	845.80	n/a	n/a	n/a	n/a	n/a	n/a	9.10	9.82	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
28072023 023815.958	232.45	207.60	n/a	n/a	n/a	n/a	n/a	n/a	2.94	2.37	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
28072023 023837.360	192.67	167.73	n/a	n/a	n/a	n/a	n/a	n/a	2.43	1.90	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
28072023 023858.762	170.44	169.89	n/a	n/a	n/a	n/a	n/a	n/a	2.15	1.93	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
28072023 023920.163	123.19	104.89	n/a	n/a	n/a	n/a	n/a	n/a	1.55	1.17	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
28072023 023941.565	94.64	72.75	n/a	n/a	n/a	n/a	n/a	n/a	1.18	0.79	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
28072023 024002.762	87.33	52.93	n/a	n/a	n/a	n/a	n/a	n/a	1.09	0.56	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
28072023 024024.163	68.22	48.30	n/a	n/a	n/a	n/a	n/a	n/a	0.85	0.51	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
28072023 024045.565	48.53	12.20	n/a	n/a	n/a	n/a	n/a	n/a	0.60	0.09	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
28072023 024106.967	33.97	3.03	n/a	n/a	n/a	n/a	n/a	n/a	0.41	-0.02	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
28072023 024128.368	2.44	2.70	n/a	n/a	n/a	n/a	n/a	n/a	0.01	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
28072023 024149.744	0.30	2.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
28072023 024210.864	0.02	2.09	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
28072023 024232.061	0.21	2.14	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
28072023 024253.463	0.04	2.03	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
28072023 024314.659	0.11	2.10	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
28072023 024336.061	0.34	2.05	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
28072023 024357.463	0.20	2.00	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
28072023 024418.864	0.28	2.01	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
28072023 024440.266	0.25	1.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
28072023 024501.668	0.17	1.95	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
28072023 024522.762	0.12	1.92	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
28072023 024543.959	0.17	1.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
28072023 024605.156	0.22	1.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
28072023 024626.557	0.14	1.86	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
28072023 024647.959	0.20	1.78	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
28072023 033810.564	654.30	844.01	n/a	n/a	n/a	n/a	n/a	n/a	8.31	9.80	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
28072023 033832.068	216.63	177.07	n/a	n/a	n/a	n/a	n/a	n/a	2.74	2.01	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
28072023 033853.470	171.00	158.60	n/a	n/a	n/a	n/a	n/a	n/a	2.16	1.79	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
28072023 033914.871	142.46	106.87	n/a	n/a	n/a	n/a	n/a	n/a	1.79	1.19	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
28072023 033936.273	112.93	84.54	n/a	n/a	n/a	n/a	n/a	n/a	1.42	0.93	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
28072023 033957.675	69.19	49.91	n/a	n/a	n/a	n/a	n/a	n/a	0.86	0.53	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
28072023 034019.076	57.50	42.58	n/a	n/a	n/a	n/a	n/a	n/a	0.71	0.44	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
28072023 034040.453	42.96	41.67	n/a	n/a	n/a	n/a	n/a	n/a	0.53	0.43	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
28072023 034101.855	37.30	17.49	n/a	n/a	n/a	n/a	n/a	n/a	0.45	0.15	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
28072023 034123.256	29.13	4.48	n/a	n/a	n/a	n/a	n/a	n/a	0.35	-0.00	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
28072023 034144.658	11.24	1.97	n/a	n/a	n/a	n/a	n/a	n/a	0.12	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
28072023 034206.059	0.39	1.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
28072023 034227.461	0.26	1.72	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
28072023 034248.863	0.21	1.63	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
28072023 034310.059	0.24	1.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
28072023 034331.461	0.15	1.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
28072023 034352.863	0.14	1.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
28072023 034414.264	0.21	1.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
28072023 034435.666	0.02	1.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
28072023 034457.068	0.19	1.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
28072023 034518.265	0.13	1.60	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
28072023 034539.667	0.17	1.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
28072023 034601.068	0.08	1.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
28072023 034622.470	0.15	1.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
28072023 034643.871	0.08	1.55	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
28072023 034705.273	0.10	1.61	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
28072023 043828.370	589.67	691.32	n/a	n/a	n/a	n/a	n/a	n/a	7.49	8.01	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
28072023 043849.772	101.88	112.31	n/a	n/a	n/a	n/a	n/a	n/a	1.28	1.25	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
28072023 043911.276	79.27	68.99	n/a	n/a	n/a	n/a	n/a	n/a	0.99	0.75	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
28072023 043932.678	85.01	115.12	n/a	n/a	n/a	n/a	n/a	n/a	1.06	1.29	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
28072023 043954.079	89.95	99.36	n/a	n/a	n/a	n/a	n/a	n/a	1.12	1.10	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
28072023 044015.481	83.48	70.66	n/a	n/a	n/a	n/a	n/a	n/a	1.04	0.77	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
28072023 044036.882	63.44	60.28	n/a	n/a	n/a	n/a	n/a	n/a	0.79	0.65	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
28072023 044058.284	53.56	33.18	n/a	n/a	n/a	n/a	n/a	n/a	0.66	0.33	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
28072023 044119.686	43.57	9.17	n/a	n/a	n/a	n/a	n/a	n/a	0.53	0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
28072023 044141.088	4.08	2.75	n/a	n/a	n/a	n/a	n/a	n/a	0.03	-0.02	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
28072023 044202.489	0.00	1.72	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
28072023 044223.891	0.01	1.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
28072023 044245.267	0.08	1.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
28072023 044306.771	0.07	1.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
28072023 044328.173	0.01	1.61	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
28072023 044349.575	0.01	1.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
28072023 044410.976	-0.00	1.50	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
28072023 044432.378	0.04	1.45	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
28072023 044453.780	-0.05	1.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
28072023 044515.185	-0.04	1.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
28072023 044536.583	0.09	1.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
28072023 044557.985	-0.07	1.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
28072023 044619.387	-0.00	1.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
28072023 044640.788	-0.02	1.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
28072023 044702.292	-0.12	1.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
28072023 044723.668	-0.12	1.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
28072023 053847.101	527.25	643.62	n/a	n/a	n/a	n/a	n/a	n/a	6.69	7.46	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
28072023 053908.605	95.62	92.07	n/a	n/a	n/a	n/a	n/a	n/a	1.20	1.02	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
28072023 053930.007	59.78	104.24	n/a	n/a	n/a	n/a	n/a	n/a	0.74	1.16	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
28072023 053951.383	66.01	143.36	n/a	n/a	n/a	n/a	n/a	n/a	0.82	1.62	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
28072023 054012.785	100.87	111.21	n/a	n/a	n/a	n/a	n/a	n/a	1.26	1.24	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
28072023 054034.186	89.35	68.83	n/a	n/a	n/a	n/a	n/a	n/a	1.12	0.75	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
28072023 054055.588	74.12	134.25	n/a	n/a	n/a	n/a	n/a	n/a	0.92	1.51	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
28072023 054116.990	149.04	62.83	n/a	n/a	n/a	n/a	n/a	n/a	1.88	0.68	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
28072023 054138.391	29.52	20.60	n/a	n/a	n/a	n/a	n/a	n/a	0.35	0.18	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
28072023 054159.896	11.76	4.33	n/a	n/a	n/a	n/a	n/a	n/a	0.13	-0.01	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
28072023 054221.297	4.32	2.32	n/a	n/a	n/a	n/a	n/a	n/a	0.03	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
28072023 054242.699	0.15	2.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
28072023 054304.101	0.04	1.98	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
28072023 054325.503	-0.03	1.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
28072023 054346.904	0.08	1.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
28072023 054408.306	-0.01	1.78	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
28072023 054429.708	0.01	1.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
28072023 054451.109	0.10	1.65	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
28072023 054512.588	0.04	1.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
28072023 054533.990	0.05	1.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
28072023 054555.391	0.01	1.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
28072023 054616.793	0.00	1.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
28072023 054638.195	-0.05	1.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
28072023 054659.597	-0.00	1.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
28072023 054720.998	0.07	1.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
28072023 054742.400	0.04	1.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
28072023 063906.019	446.47	564.70	n/a	n/a	n/a	n/a	n/a	n/a	5.67	6.54	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
28072023 063927.518	47.83	59.10	n/a	n/a	n/a	n/a	n/a	n/a	0.59	0.63	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
28072023 063948.920	39.19	104.84	n/a	n/a	n/a	n/a	n/a	n/a	0.48	1.17	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
